0x15 idtype
0x30f7 check_all_defenders_for_ticking_war_score
0x30f8 attacker_capital_gives_war_score
0x30f9 max_attacker_score_from_occupation
0x30fa max_defender_score_from_occupation
0x30fb imprisonment_by_attacker_give_war_score
0x30fc imprisonment_by_defender_give_war_score
0x30fd defender_capital_gives_war_score
0x30fe occupation_participation_mult
0x30ff siege_participation_mult
0x3100 battle_participation_mult
0x3101 ignores_pending_interaction_block
0x3102 fraction
0x3103 ghw_give_barony_to_beneficiary
0x3104 reorganize_army
0x3105 knight
0x3106 knight_status
0x3107 supply_duration
0x3108 take_occupied
0x3109 positive_inactive_inheritance_chance
0x310a negative_inactive_inheritance_chance
0x310b positive_random_genetic_chance
0x310c negative_random_genetic_chance
0x310d is_shunned
0x310e is_criminal
0x310f is_secret_available_for_blackmail
0x3110 should_use_extra_icon
0x3111 extra_icon
0x3112 valid_to_start_display_regardless
0x3113 cb_name_no_target
0x3114 allowed_for_character_display_regardless
0x3115 allowed_against_character_display_regardless
0x3116 can_designate_heir
0x3117 inherit_membership
0x3118 popup_on_receive
0x3119 lifestyle_xp
0x311a xp_per_level
0x311b monthly_lifestyle_xp_gain_mult
0x311c base_xp_gain
0x311d auto_selection_weight
0x311e cares_about_powerful_vassal_council_position
0x311f allegiance
0x3121 portrait_extremity_shift
0x3122 forced_portrait_age_index
0x3123 genetic_constraint_all
0x3124 genetic_constraint_men
0x3125 genetic_constraint_women
0x3126 disembark_penalty_days
0x3127 join_era
0x3128 discover_innovation
0x3129 add_innovation_progress
0x312a progress_era
0x312b men_at_arms_limit
0x312c men_at_arms_cap
0x312d short_reign_duration_mult
0x312e diplomatic_range_mult
0x312f embarkation_cost_mult
0x3131 naval_movement_speed_mult
0x3132 fascination_marker
0x3133 era_discovery
0x3134 join
0x3137 should_mother_give_house_to_bastard
0x3138 select_culture_fascination
0x3139 on_war_start
0x313b strength_for_liege
0x313c is_dangerous
0x313d blocked
0x313e discontent_progress
0x313f supply_limit_mult_for_others
0x3140 clergy_must_be_female
0x3141 config
0x3142 character_score
0x3143 selection_count
0x3144 theocratic_gold
0x3145 special
0x3146 mc
0x3147 mercenary_company
0x3148 company
0x3149 clergy
0x314a culture_group
0x314b pool
0x314c mercenary_count_mult
0x314d development_progress
0x314e affected_by_development
0x314f use_diplomatic_range
0x3151 diplo_centers
0x3152 leaders_allowed_to_leave
0x3153 allowed_to_be_granted_titles_by
0x3154 meta_government
0x3155 meta_data
0x3156 collective_noun
0x3157 meta_date
0x3158 player_can_join
0x3159 stress_gain_mult
0x315a legacy
0x315b is_character_allowed_to_be_player
0x315c add_matrilineal_spouse
0x315d in_front_topbar
0x315e invite_to_council_interaction
0x315f council_task
0x3160 leave_council_position
0x3161 on_destroy
0x3162 assault
0x3163 start_assault
0x3164 stop_assault
0x3165 dynasty_view
0x3166 give_council_position
0x3167 add_concubine
0x3168 ai_maybe
0x3169 send_option
0x316a can_be_blocked
0x316b send_options_exclusive
0x316c on_blocked_effect
0x316d can_send
0x316e title_creation_cost
0x316f title_creation_cost_mult
0x3170 regiments_prestige_as_gold
0x3171 invalid_for_government
0x3172 requires_county
0x3173 special_character_title
0x3174 special_character
0x3175 special_title
0x3176 leader_leaves
0x3177 is_character_valid
0x3178 is_county_valid
0x3179 passes_faction_hard_block
0x317a coatofarmsgfx
0x317b suggestion_type
0x317c check_create_suggestion
0x317d should_check_for_interface_availability
0x317e reply_item_key
0x317f pre_answer_yes_key
0x3180 pre_answer_no_key
0x3181 answer_block_key
0x3182 pre_answer_maybe_key
0x3183 meta_real_date
0x3184 meta_main_dna
0x3185 meta_heir_dna
0x3186 meta_secondary_dna
0x3187 meta_number_of_players
0x3188 meta_main_is_female
0x3189 meta_heir_is_female
0x318a meta_secondary_is_female
0x318b is_pagan
0x318c faith_can_be_reformed
0x318d renown
0x318f add_internal_flag
0x3190 override_icon
0x3191 override_sound
0x3192 override_background
0x3193 override_environment
0x3194 event_windows
0x3195 answer_accept_key
0x3196 answer_reject_key
0x3197 low_maintenance_cost
0x3198 high_maintenance_cost
0x3199 reaload_game_setup
0x319a on_victory_desc
0x319b on_white_peace_desc
0x319c on_defeat_desc
0x319d action_item_handler
0x319e can_invalidate_interaction
0x319f title_allegiance_opinion
0x31a0 update_court_list
0x31a1 update_prison_list
0x31a2 localized_custom_text
0x31a3 set_variable_command
0x31a4 shown_in_ruler_designer
0x31a5 ruler_designer_cost
0x31a6 player_heir
0x31a7 should_show_for_title
0x31a8 can_remove_from_title
0x31a9 holder_ignore_head_of_faith_requirement
0x31aa use_scripted_guis
0x31ab ruler_designer_overwriting_characters_machine_map
0x31ac siege_action_changed
0x31ad ruler_designer
0x31ae ruler_designer_overwrite_command
0x31af start_ruler_designer_command
0x31b0 hook_strength_max_opinion
0x31b1 stop_ruler_designer_command
0x31b2 usable
0x31b3 weak
0x31b4 strong_usable
0x31b5 recommended
0x31b6 dynasty_splendor_level
0x31b7 raise_holy_order
0x31b8 raise_mercenary_company
0x31b9 supply_limit_mult
0x31ba spread_type
0x31bb regular
0x31bc hired
0x31bd source
0x31be mercenary_fallback
0x31bf hired_by
0x31c0 hired_until
0x31c2 hire_mercenary
0x31c3 theocratic_lease
0x31c5 extend_mercenary
0x31c6 split_off_hired_and_event_troops
0x31c7 allowed_in_hired_troops
0x31c8 outliner
0x31c9 pinned_characters
0x31ca set_character_pinned
0x31cb pinned_character
0x31cc currently_played_characters
0x31cd transfer
0x31ce transfer_behavior
0x31cf selected_character_realms
0x31d0 select_all_units
0x31d1 selection
0x31d2 governments
0x31d3 no_small_names
0x31d4 opinion_of_liege_desc
0x31d5 uses_opinion_of_liege
0x31d6 min_tax
0x31d7 min_levies
0x31d8 primary_cultures
0x31d9 primary_culture_groups
0x31da history_government
0x31db is_in_war_resolution
0x31dc invalidated_by_script
0x31dd attacker_roll
0x31de defender_roll
0x31df tax_contribution_postfix
0x31e0 levies_contribution_postfix
0x31e1 force_join_faction
0x31e2 forced_by
0x31e3 atrtition_date
0x31e4 unclamped_contribution_label
0x31e5 min_contribution_label
0x31e8 targeting_schemes
0x31e9 known_schemes
0x31ea delay_years
0x31eb delay_months
0x31ec delay_weeks
0x31ed delay_days
0x31ee doctrine_character_modifier
0x31ef realm_priest_opinion
0x31f0 monthly_piety_from_buildings_mult
0x31f1 monthly_prestige_from_buildings_mult
0x31f2 lower_left_portrait
0x31f3 lower_center_portrait
0x31f4 lower_right_portrait
0x31f5 triggered_animation
0x31f6 remove_default_outfit
0x31fa hide_info
0x31fc triggered_outfit
0x31fd county_can_switch_to_other_faction
0x31fe highlight_gui
0x31ff tutorial_lesson_step_triggered
0x3200 special_building
0x3201 duchy_capital_building
0x3202 special_building_type
0x3203 special_building_slot
0x3204 duchy_capital_barony
0x3205 duchy_capital
0x3206 duchy_capital_county_modifier
0x3207 fervor_per_holy_site
0x3208 at_peace_penalty
0x3209 warmonger
0x320a increased_dynasty_prestige_birth_mult
0x320b increased_dynasty_prestige_marriage_mult
0x320c increased_dynasty_prestige_long_reign_mult
0x320d environment
0x320e portrait_override
0x320f portrait_customization
0x3210 set_portrait_override
0x3211 portrait_animation
0x3212 rally_points
0x3213 move_rally_point
0x3214 rally_point
0x3215 add_rally_point
0x3216 raise_troops
0x3217 remove_rally_point
0x3218 renamed
0x3219 cultural_names
0x321a can_reassign
0x321b can_fire
0x321c last_councillor_change
0x321d councillor_cooldown_days
0x321e can_change_once
0x321f opinion_of_different_faith_liege
0x3220 different_faith_liege_opinion
0x3221 show_disabled
0x3224 on_creation
0x3225 cg
0x3226 is_active
0x3227 holy_site_template
0x3228 holy_sites
0x3229 houses
0x322a drift_target
0x322b drift_progress
0x322c revoke_cost
0x322d clear_title_laws
0x322e pass_cost
0x322f de_jure_drift_disabled
0x3230 succession_law_change
0x3231 war_declared_overview
0x3234 war_results
0x3236 designate_heir
0x3237 change_ghw_target
0x3238 change_target_cost
0x323a add_war_results
0x323b war_declared
0x323c recalculate_succession
0x323d succession_recalculation
0x323e target_top_liege_if_outside_realm
0x323f character_finder
0x3240 implicit
0x3241 former_spouses
0x3242 council_integrate_duchy_task
0x3243 council_integrate_kingdom_task
0x3244 council_convert_faith_task
0x3245 council_promote_culture_task
0x3246 council_increase_control_task
0x3247 council_develop_county_task
0x3248 council_fabricate_claim_task
0x3249 council_find_secrets_task
0x324a dynasty_house_members
0x324b title_history
0x324c conquest_holy_war
0x324d conquest_claim
0x324e conquest_populist
0x324f shutdown_interrupt
0x3250 damage_last_tick
0x3251 regiment_stats
0x3252 main_kills
0x3253 pursuit_kills
0x3254 main_losses
0x3255 pursuit_losses_maa
0x3256 pursuit_losses_self
0x3257 initial_count
0x3258 final_count
0x3259 wound
0x325b expose_secret
0x325c options_heading
0x325d transfer_vassal
0x325e meta_house_name
0x325f meta_house_coat_of_arms
0x3260 meta_dynasty_frame
0x3261 title_election
0x3262 target_right
0x3263 death_pursuit
0x3264 court_window
0x3265 pre_answer_maybe_breakdown_key
0x3266 is_notification
0x3267 answer_acknowledge_key
0x3268 force_notification
0x3269 pause_on_receive
0x326a ai_accept_negotiation
0x326b on_decline_summary
0x326c combat_effects
0x326d independence_domain
0x326e disable_border_update
0x326f enable_border_update
0x3270 royal_court
0x3271 can_have_royal_court
0x3272 refund_cost
0x3273 assets
0x3274 roles
0x3275 spouse_throne
0x3276 ruler_throne
0x3277 default_camera
0x3278 audio_culture
0x3279 position_variation
0x327a position_variation_frequency
0x327b intensity_variation
0x327c intensity_variation_frequency
0x327d pedestal
0x327e create_test_artifact
0x327f cubemap_shadow
0x3280 default_visuals
0x3281 visuals_source
0x3282 max_durability
0x3283 court_entity_user_data
0x3284 throne_entity_user_data
0x3285 use_throne_transform
0x3286 obligation_levels
0x3287 my_realm
0x3288 character_interaction_modify_vassal_contract
0x3289 contribution_desc
0x328a law_changed
0x328b max_migration_distance_mult
0x328c succession_election
0x328d candidates
0x328e title_claimants
0x328f holder_direct_vassals
0x3290 election_type
0x3291 electors
0x3292 title_dejure_vassals
0x3293 elector_vote_strength
0x3294 nominate_successor_for_title
0x3295 elector
0x3296 nominations
0x3297 election_titles
0x3298 candidate_score
0x3299 succession_laws
0x329a holder_close_family
0x329b holder_close_or_extended_family
0x329c force_vote_in_succession_election
0x329d forced_succession_election
0x329e title_successor_nominated
0x329f titles_cannot_leave_realm_on_succession
0x32a0 growing
0x32a1 converging
0x32a2 holder_spouses
0x32a3 holder_dynasty
0x32a4 selected_character_realms_or_holdings
0x32a5 can_leave
0x32a6 monthly_leave_chance_x10
0x32a7 wants_to_leave_court
0x32a8 leave_court_date
0x32a9 guest_can_arrive
0x32aa guest_score
0x32ab debug_character_pools
0x32ac new_location
0x32ad special_guest
0x32ae used_punishments
0x32af guest_description
0x32b0 was_player
0x32b1 quality
0x32b2 can_construct
0x32b3 can_construct_potential
0x32b4 can_construct_showing_failures_only
0x32b5 ai_goal_feudalize_holding
0x32b6 feudalize_holding
0x32b7 header_info
0x32ba force_onto_council_interaction
0x32bb stacks
0x32bc men
0x32bd illustration
0x32be can_create
0x32bf can_create_on_partition
0x32c0 dlcs
0x32c1 mods
0x32c2 with_flag
0x32c3 without_flag
0x32c4 highlight_portrait
0x32c5 weight_update
0x32c6 action
0x32c7 uses_supply
0x32c8 reactive_tutorial
0x32c9 promt_for_tutorial
0x32ca finish_gamestate_tutorial
0x32cd concubine_list
0x32ce concubine_interaction
0x32d0 temporal_head_of_faith
0x32d1 clergy_can_marry
0x32d2 culture_groups
0x32d4 ruler_child
0x32d5 queen_mother
0x32d6 different_faith_county_opinion_mult
0x32dc decision_cooldowns
0x32dd interaction_cooldowns
0x32df cooldown_against_recipient
0x32e0 cooldown_against_recipient_0
0x32e1 cooldown_against_recipient_1
0x32e2 scheme_cooldowns_0
0x32e3 scheme_cooldowns_1
0x32ea can_fire_councillor
0x32eb graphical_faith
0x32ec graphical_faiths
0x32ed has_graphical_culture
0x32ee has_graphical_faith
0x32ef reforge_artifact
0x32f0 artifact_decay_reduction_add
0x32f1 artifact_decay_reduction_mult
0x32f2 entries
0x32f3 given
0x32f4 stolen
0x32f5 inherited
0x32f6 reforged
0x32f7 can_equip
0x32f8 can_benefit
0x32f9 generate_history
0x32fa default_coa
0x32fb join_court_date
0x32fc update_artifact_claims
0x32fd artifacts_for_claim
0x32fe artifact_claims
0x3300 alert_icon
0x3301 stress_loss_mult
0x3302 recruit_courtier
0x3303 special_ai_interaction
0x3304 hooked_characters
0x3305 neighboring_rulers
0x3306 peer_vassals
0x3307 guests
0x3308 courtiers
0x3309 prisoners
0x330a sub_realm_characters
0x330b vassals
0x330c self
0x330d head_of_faith
0x330e ai_recipients
0x330f court_grandeur_baseline_add
0x3310 prestige_opinion_override
0x3311 success_desc
0x3312 discovery_desc
0x3313 stacking
0x3314 rationality
0x3315 boldness
0x3316 zeal
0x3317 vengefulness
0x3318 compassion
0x3319 he
0x331b as
0x331c bi
0x331d energy
0x331e greed
0x331f honor
0x3321 ignore_soft_block
0x3323 timeout_option
0x3324 intrigue_window
0x3325 passes_faction_soft_block
0x3326 is_dangerous_faction
0x3327 is_alliance_valid
0x3328 allied_through_owner
0x3329 allied_through_target
0x332a interfere_in_war
0x332b interfere_in_war_interaction
0x332c character_interaction_interfere_in_war
0x332d character_interaction_interfere_in_war_notification
0x332f primary_spouse
0x3330 heterosexual
0x3331 homosexual
0x3332 asexual
0x3333 bisexual
0x3334 sexuality
0x3335 ai_targets
0x3336 adult
0x3337 attracted_to_owner
0x3338 owner_attracted
0x3339 ai_target_quick_trigger
0x333a primary_war_enemies
0x333b war_enemies
0x333c war_allies
0x333d random_skills
0x333e dynasty_house_opinion
0x333f max_personal_schemes_add
0x3340 max_hostile_schemes_add
0x3341 owned_personal_scheme_success_chance_add
0x3342 owned_hostile_scheme_success_chance_add
0x3343 enemy_personal_scheme_success_chance_add
0x3344 enemy_hostile_scheme_success_chance_add
0x3345 monthly_war_income_add
0x3346 monthly_war_income_mult
0x3347 monthly_income_per_stress_level_add
0x3348 monthly_income_per_stress_level_mult
0x3349 men_at_arms_maintenance_per_dread_mult
0x334a character_capital_county_monthly_development_growth_add
0x334b monthly_prestige_gain_per_happy_powerful_vassal_add
0x334c gender_female_chance
0x334e councillor
0x334f can_be_auto_selected
0x3350 add_perk
0x3351 can_refund_perks
0x3352 refund_perks
0x3353 counter_efficiency
0x3354 councillor_opinion
0x3355 monthly_tyranny
0x3356 event_tick
0x3357 backdate_reign_opinion
0x3358 reign_opinion_held_since
0x3359 long_reign_bonus_mult
0x335a dynasty_tree_view
0x335b add_dynasty_perk
0x335c genetic_trait_strengthen_chance
0x335d life_expectancy
0x335e years_of_fertility
0x335f powerful_vassal_opinion
0x3360 max_sub_regiments
0x3361 can_defensively_join_holy_war
0x3362 defender_faith_can_join
0x3363 no_prowess_loss_from_age
0x3364 insert
0x3365 motto
0x3367 check_tick
0x3368 starts_enabled
0x3369 third
0x336a global
0x336b past
0x336c neg
0x336d regnal_name
0x336e concubinist
0x336f create_primary_tier_titles
0x3370 primary_heir_minimum_share
0x3371 player_heir_opinion
0x3372 child_opinion
0x3373 child_except_player_heir_opinion
0x3374 eligible_child_opinion
0x3375 eligible_child_except_player_heir_opinion
0x3376 force_pause_game
0x3377 ai_check_interval
0x3378 title_grant_tick
0x3379 only_holder
0x337a ruler_uses_title_name
0x337b ai_primary_priority
0x337c title_grant_target
0x337d vassal_limit
0x337e can_get_government
0x337f ai_quality
0x3380 ai_war_chance
0x3381 ai_war_cooldown
0x3382 became_ruler_date
0x3383 same_culture_mercenary_hire_cost_add
0x3384 same_culture_mercenary_hire_cost_mult
0x3385 same_culture_holy_order_hire_cost_add
0x3386 same_culture_holy_order_hire_cost_mult
0x3387 religious_head_opinion
0x3388 give_nickname
0x3389 set_house
0x338a set_culture
0x338b set_character_faith_no_effect
0x338c revoke_holy_order_lease
0x338d insert_title_history
0x338e reset_name
0x338f reset_adjective
0x3390 reset_prefix
0x3391 meta_main_portrait
0x3392 meta_heir_portrait
0x3393 meta_secondary_portrait
0x3394 illegitimate
0x3395 legitimate
0x3396 no_end_date
0x3397 restricted_diplomatic_range
0x3398 no_diplomatic_range
0x3399 first_start
0x339a can_raid
0x339b can_raid_across_water
0x339c raid_army
0x339d raid_gold
0x339e raid
0x339f raid_manager
0x33a0 monthly_dynasty_prestige_mult
0x33a1 monthly_dynasty_prestige
0x33a2 former_concubinists
0x33a3 former_concubines
0x33a4 refresh_map_name_mode
0x33a5 rename_house
0x33a6 rename_dynasty
0x33a7 rename_title
0x33a8 generate_dna
0x33a9 ai_target_score
0x33ab ai_county_target
0x33ac county_target
0x33ad war_opinion
0x33af know_of_killer
0x33b0 killer_known
0x33b1 public_knowledge
0x33b2 dread_gain_mult
0x33b3 dread_loss_mult
0x33b4 tyranny_gain_mult
0x33b5 tyranny_loss_mult
0x33b6 intimidated_vassal_tax_contribution_add
0x33b7 intimidated_vassal_levy_contribution_add
0x33b8 cowed_vassal_tax_contribution_add
0x33b9 cowed_vassal_levy_contribution_add
0x33ba has_natural_death_second_chance
0x33bb monthly_prestige_gain_per_happy_powerful_vassal_mult
0x33bc monthly_piety_gain_per_happy_powerful_vassal_add
0x33bd monthly_piety_gain_per_happy_powerful_vassal_mult
0x33be monthly_piety_gain_per_dread_add
0x33bf monthly_piety_gain_per_dread_mult
0x33c0 monthly_prestige_gain_per_dread_add
0x33c1 monthly_prestige_gain_per_dread_mult
0x33c2 diplomacy_per_piety_level
0x33c3 martial_per_piety_level
0x33c4 stewardship_per_piety_level
0x33c5 intrigue_per_piety_level
0x33c6 learning_per_piety_level
0x33c7 prowess_per_piety_level
0x33c8 diplomacy_per_prestige_level
0x33c9 martial_per_prestige_level
0x33ca stewardship_per_prestige_level
0x33cb intrigue_per_prestige_level
0x33cc learning_per_prestige_level
0x33cd prowess_per_prestige_level
0x33ce piety_level_impact_mult
0x33cf prestige_level_impact_mult
0x33d0 diplomacy_per_stress_level
0x33d1 martial_per_stress_level
0x33d2 stewardship_per_stress_level
0x33d3 intrigue_per_stress_level
0x33d4 learning_per_stress_level
0x33d5 prowess_per_stress_level
0x33d6 monthly_piety_gain_per_knight_add
0x33d7 monthly_piety_gain_per_knight_mult
0x33d8 monthly_prestige_gain_per_knight_add
0x33d9 monthly_prestige_gain_per_knight_mult
0x33da faith_conversion_piety_cost_add
0x33db faith_conversion_piety_cost_mult
0x33dc personal_scheme_phase_duration_add
0x33dd personal_scheme_resistance_add
0x33de hostile_scheme_phase_duration_mult
0x33df personal_scheme_phase_duration_mult
0x33e0 hostile_scheme_resistance_mult
0x33e1 personal_scheme_resistance_mult
0x33e2 dread_decay_add
0x33e3 dread_decay_mult
0x33e4 dread_per_tyranny_add
0x33e5 dread_per_tyranny_mult
0x33e6 absolute_control
0x33e7 supply_capacity_add
0x33e8 supply_capacity_mult
0x33e9 faith_creation_piety_cost_add
0x33ea faith_creation_piety_cost_mult
0x33eb ignore_negative_culture_opinion
0x33ec on_participant_death
0x33ed cultural_head_fascination_add
0x33ee cultural_head_fascination_mult
0x33ef knight_effectiveness_mult
0x33f0 courtier_opinion
0x33f1 guest_opinion
0x33f2 courtier_and_guest_opinion
0x33f3 prisoner_opinion
0x33f4 mercenary_hire_cost_add
0x33f5 mercenary_hire_cost_mult
0x33f6 holy_order_hire_cost_add
0x33f7 holy_order_hire_cost_mult
0x33f8 controlled_province_advantage
0x33f9 revolting_siege_morale_loss_add
0x33fa revolting_siege_morale_loss_mult
0x33fb random_skills_per_child
0x33fc dynasty_names
0x33fd attacker_combat_effects
